"STRAIN" "CHROM" "START_BIN" "END_BIN" "window_ID" "div_class" "div_id" "cluster" "cluster_start" "cluster_size" "cluster_end" "freq" "mwf" "freq_bin"
"1" "BW287" "I" 2016000 2017000 "I 2016000 2017000" "Divergent" "Count" TRUE 2016000 2000 2018000 0.162162162162162 0.162162162162162 "Common"
"2" "BW287" "I" 2017000 2018000 "I 2017000 2018000" "Divergent" "Count" TRUE 2016000 2000 2018000 0.162162162162162 0.162162162162162 "Common"
"3" "BW287" "I" 14902000 14903000 "I 14902000 14903000" "Divergent" "Count" TRUE 14902000 2000 14904000 0.0810810810810811 0.0810810810810811 "Common"
"4" "BW287" "I" 14903000 14904000 "I 14903000 14904000" "Divergent" "Count" TRUE 14902000 2000 14904000 0.0810810810810811 0.0810810810810811 "Common"
"5" "BW287" "II" 4295000 4296000 "II 4295000 4296000" "Divergent" "Count" TRUE 4295000 2000 4297000 0.108108108108108 0.108108108108108 "Common"
"6" "BW287" "II" 4296000 4297000 "II 4296000 4297000" "Divergent" "Count" TRUE 4295000 2000 4297000 0.108108108108108 0.108108108108108 "Common"
"7" "BW287" "II" 8305000 8306000 "II 8305000 8306000" "Divergent" "Count" TRUE 8305000 15000 8320000 0.162162162162162 0.162162162162162 "Common"
"8" "BW287" "II" 8306000 8307000 "II 8306000 8307000" "Divergent" "Count" TRUE 8305000 15000 8320000 0.189189189189189 0.189189189189189 "Common"
"9" "BW287" "II" 8307000 8308000 "II 8307000 8308000" "Divergent" "TwoFlank" TRUE 8305000 15000 8320000 0.189189189189189 0.189189189189189 "Common"
"10" "BW287" "II" 8308000 8309000 "II 8308000 8309000" "Divergent" "Count" TRUE 8305000 15000 8320000 0.189189189189189 0.189189189189189 "Common"
"11" "BW287" "II" 8309000 8310000 "II 8309000 8310000" "Divergent" "Count" TRUE 8305000 15000 8320000 0.189189189189189 0.189189189189189 "Common"
"12" "BW287" "II" 8310000 8311000 "II 8310000 8311000" "Divergent" "TwoFlank" TRUE 8305000 15000 8320000 0.189189189189189 0.189189189189189 "Common"
"13" "BW287" "II" 8311000 8312000 "II 8311000 8312000" "Divergent" "Count" TRUE 8305000 15000 8320000 0.216216216216216 0.216216216216216 "Common"
"14" "BW287" "II" 8312000 8313000 "II 8312000 8313000" "Divergent" "Count" TRUE 8305000 15000 8320000 0.216216216216216 0.216216216216216 "Common"
"15" "BW287" "II" 8313000 8314000 "II 8313000 8314000" "Divergent" "Count" TRUE 8305000 15000 8320000 0.189189189189189 0.189189189189189 "Common"
"16" "BW287" "II" 8314000 8315000 "II 8314000 8315000" "Divergent" "Count" TRUE 8305000 15000 8320000 0.189189189189189 0.189189189189189 "Common"
"17" "BW287" "II" 8315000 8316000 "II 8315000 8316000" "Divergent" "TwoFlank" TRUE 8305000 15000 8320000 0.108108108108108 0.108108108108108 "Common"
"18" "BW287" "II" 8316000 8317000 "II 8316000 8317000" "Divergent" "Count" TRUE 8305000 15000 8320000 0.108108108108108 0.108108108108108 "Common"
"19" "BW287" "II" 8317000 8318000 "II 8317000 8318000" "Divergent" "Count" TRUE 8305000 15000 8320000 0.216216216216216 0.216216216216216 "Common"
"20" "BW287" "II" 8318000 8319000 "II 8318000 8319000" "Divergent" "Count" TRUE 8305000 15000 8320000 0.216216216216216 0.216216216216216 "Common"
"21" "BW287" "II" 8319000 8320000 "II 8319000 8320000" "Divergent" "Count" TRUE 8305000 15000 8320000 0.162162162162162 0.162162162162162 "Common"
"22" "BW287" "II" 15542000 15543000 "II 15542000 15543000" "Divergent" "Count" TRUE 15542000 3000 15545000 0.162162162162162 0.162162162162162 "Common"
"23" "BW287" "II" 15543000 15544000 "II 15543000 15544000" "Divergent" "TwoFlank" TRUE 15542000 3000 15545000 0.162162162162162 0.162162162162162 "Common"
"24" "BW287" "II" 15544000 15545000 "II 15544000 15545000" "Divergent" "Count" TRUE 15542000 3000 15545000 0.162162162162162 0.162162162162162 "Common"
"25" "BW287" "III" 914000 915000 "III 914000 915000" "Divergent" "Count" TRUE 914000 2000 916000 0.0810810810810811 0.0810810810810811 "Common"
"26" "BW287" "III" 915000 916000 "III 915000 916000" "Divergent" "Count" TRUE 914000 2000 916000 0.0810810810810811 0.0810810810810811 "Common"
"27" "BW287" "III" 2333000 2334000 "III 2333000 2334000" "Divergent" "Count" TRUE 2333000 3000 2336000 0.0810810810810811 0.0810810810810811 "Common"
"28" "BW287" "III" 2334000 2335000 "III 2334000 2335000" "Divergent" "TwoFlank" TRUE 2333000 3000 2336000 0.0810810810810811 0.0810810810810811 "Common"
"29" "BW287" "III" 2335000 2336000 "III 2335000 2336000" "Divergent" "Count" TRUE 2333000 3000 2336000 0.162162162162162 0.162162162162162 "Common"
"30" "BW287" "III" 4540000 4541000 "III 4540000 4541000" "Divergent" "Count" TRUE 4540000 2000 4542000 0.027027027027027 0.027027027027027 "Intermediate"
"31" "BW287" "III" 4541000 4542000 "III 4541000 4542000" "Divergent" "Count" TRUE 4540000 2000 4542000 0.027027027027027 0.027027027027027 "Intermediate"
"32" "BW287" "IV" 534000 535000 "IV 534000 535000" "Divergent" "Count" TRUE 534000 3000 537000 0.108108108108108 0.108108108108108 "Common"
"33" "BW287" "IV" 535000 536000 "IV 535000 536000" "Divergent" "TwoFlank" TRUE 534000 3000 537000 0.108108108108108 0.108108108108108 "Common"
"34" "BW287" "IV" 536000 537000 "IV 536000 537000" "Divergent" "Count" TRUE 534000 3000 537000 0.108108108108108 0.108108108108108 "Common"
"35" "BW287" "V" 1543000 1544000 "V 1543000 1544000" "Divergent" "Count" TRUE 1543000 2000 1545000 0.108108108108108 0.108108108108108 "Common"
"36" "BW287" "V" 1544000 1545000 "V 1544000 1545000" "Divergent" "Count" TRUE 1543000 2000 1545000 0.108108108108108 0.108108108108108 "Common"
"37" "BW287" "V" 1551000 1552000 "V 1551000 1552000" "Divergent" "Count" TRUE 1551000 2000 1553000 0.0540540540540541 0.0540540540540541 "Common"
"38" "BW287" "V" 1552000 1553000 "V 1552000 1553000" "Divergent" "Count" TRUE 1551000 2000 1553000 0.0810810810810811 0.0810810810810811 "Common"
"39" "BW287" "V" 1565000 1566000 "V 1565000 1566000" "Divergent" "Count" TRUE 1565000 5000 1570000 0.108108108108108 0.108108108108108 "Common"
"40" "BW287" "V" 1566000 1567000 "V 1566000 1567000" "Divergent" "Count" TRUE 1565000 5000 1570000 0.108108108108108 0.108108108108108 "Common"
"41" "BW287" "V" 1567000 1568000 "V 1567000 1568000" "Divergent" "Count" TRUE 1565000 5000 1570000 0.108108108108108 0.108108108108108 "Common"
"42" "BW287" "V" 1568000 1569000 "V 1568000 1569000" "Divergent" "Count" TRUE 1565000 5000 1570000 0.108108108108108 0.108108108108108 "Common"
"43" "BW287" "V" 1569000 1570000 "V 1569000 1570000" "Divergent" "Count" TRUE 1565000 5000 1570000 0.108108108108108 0.108108108108108 "Common"
"44" "BW287" "V" 1612000 1613000 "V 1612000 1613000" "Divergent" "Count" TRUE 1612000 2000 1614000 0.0810810810810811 0.0810810810810811 "Common"
"45" "BW287" "V" 1613000 1614000 "V 1613000 1614000" "Divergent" "Count" TRUE 1612000 2000 1614000 0.0810810810810811 0.0810810810810811 "Common"
"46" "BW287" "V" 2395000 2396000 "V 2395000 2396000" "Divergent" "Count" TRUE 2395000 2000 2397000 0.162162162162162 0.162162162162162 "Common"
"47" "BW287" "V" 2396000 2397000 "V 2396000 2397000" "Divergent" "Count" TRUE 2395000 2000 2397000 0.162162162162162 0.162162162162162 "Common"
"48" "BW287" "V" 2738000 2739000 "V 2738000 2739000" "Divergent" "Count" TRUE 2738000 3000 2741000 0.135135135135135 0.135135135135135 "Common"
"49" "BW287" "V" 2739000 2740000 "V 2739000 2740000" "Divergent" "Count" TRUE 2738000 3000 2741000 0.189189189189189 0.189189189189189 "Common"
"50" "BW287" "V" 2740000 2741000 "V 2740000 2741000" "Divergent" "Count" TRUE 2738000 3000 2741000 0.189189189189189 0.189189189189189 "Common"
"51" "BW287" "V" 6921000 6922000 "V 6921000 6922000" "Divergent" "Count" TRUE 6921000 2000 6923000 0.0540540540540541 0.0540540540540541 "Common"
"52" "BW287" "V" 6922000 6923000 "V 6922000 6923000" "Divergent" "Count" TRUE 6921000 2000 6923000 0.0540540540540541 0.0540540540540541 "Common"
"53" "BW287" "V" 15661000 15662000 "V 15661000 15662000" "Divergent" "Count" TRUE 15661000 2000 15663000 0.459459459459459 0.459459459459459 "Common"
"54" "BW287" "V" 15662000 15663000 "V 15662000 15663000" "Divergent" "Count" TRUE 15661000 2000 15663000 0.432432432432432 0.432432432432432 "Common"
"55" "BW287" "V" 15672000 15673000 "V 15672000 15673000" "Divergent" "Count" TRUE 15672000 13000 15685000 0.378378378378378 0.378378378378378 "Common"
"56" "BW287" "V" 15673000 15674000 "V 15673000 15674000" "Divergent" "Count" TRUE 15672000 13000 15685000 0.351351351351351 0.351351351351351 "Common"
"57" "BW287" "V" 15674000 15675000 "V 15674000 15675000" "Divergent" "Count" TRUE 15672000 13000 15685000 0.135135135135135 0.135135135135135 "Common"
"58" "BW287" "V" 15675000 15676000 "V 15675000 15676000" "Divergent" "Count" TRUE 15672000 13000 15685000 0.189189189189189 0.189189189189189 "Common"
"59" "BW287" "V" 15676000 15677000 "V 15676000 15677000" "Divergent" "Count" TRUE 15672000 13000 15685000 0.216216216216216 0.216216216216216 "Common"
"60" "BW287" "V" 15677000 15678000 "V 15677000 15678000" "Divergent" "TwoFlank" TRUE 15672000 13000 15685000 0.216216216216216 0.216216216216216 "Common"
