N2.Y38C9B.2	JU2600.g23204.t1	98.43	CBRIG.CBG06451	CNIGO.Cni-srt-52.1	94.14	nondivergent	JU2600
N2.F56E10.2a	JU2600.g23202.t1	100.0	CBRIG.CBG06440	CNIGO.Cni-daam-1.1	98.6	nondivergent	JU2600
N2.F56E10.4	JU2600.g23200.t1	100.0	CBRIG.CBG06446	CNIGO.Cni-rps-27	100.0	nondivergent	JU2600
N2.F56E10.1b	JU2600.g23199.t1	99.9	CBRIG.CBG06447a	CNIGO.Cni-F56E10.1	93.21	nondivergent	JU2600
N2.W03F9.1a	JU2600.g23197.t1	100.0	CBRIG.CBG06449	CNIGO.Cnig_chr_V.g18337	98.48	nondivergent	JU2600
N2.W03F9.2a	JU2600.g23196.t1	99.57	CBRIG.CBG06454	CNIGO.Cni-W03F9.2	98.76	nondivergent	JU2600
N2.W03F9.10	JU2600.g23195.t1	100.0	CBRIG.CBG06453	CNIGO.Cni-W03F9.10	99.17	nondivergent	JU2600
N2.W03F9.11	JU2600.g23192.t1	95.28	CBRIG.CBG06452	CNIGO.Cni-W03F9.11	89.42	nondivergent	JU2600
N2.W03F9.4a	JU2600.g23190.t1	99.73	CBRIG.CBG06455	CNIGO.Cni-W03F9.4	98.53	nondivergent	JU2600
N2.W03F9.5	JU2600.g23189.t1	100.0	CBRIG.CBG06439	CNIGO.Cnig_chr_V.g18329.1	98.34	nondivergent	JU2600
N2.Y108G3AL.3a	JU2600.g23188.t1	99.14	CBRIG.CBG06436	CNIGO.Cni-cfap-36	92.41	nondivergent	JU2600
N2.DC2.8a	JU2600.g23182.t1	100.0	CBRIG.CBG30609	CNIGO.Cni-trpp-1	98.6	nondivergent	JU2600
N2.DC2.3b	JU2600.g23181.t1	100.0	CBRIG.CBG06431c	CNIGO.Cni-lec-12	95.77	nondivergent	JU2600
N2.Y58G8A.1	JU2600.g2728.t1	99.79	CBRIG.CBG12109	CNIGO.Cnig_chr_V.g18002.1	96.98	nondivergent	JU2600
N2.Y58G8A.4b	JU2600.g2727.t1	100.0	CBRIG.CBG01072b	CNIGO.Cni-npr-5.1	99.21	nondivergent	JU2600
N2.F33E11.3	JU2600.g2725.t1	99.85	CBRIG.CBG12107	CNIGO.Cni-F33E11.3	93.06	nondivergent	JU2600
N2.F33E11.6b	JU2600.g2723.t1	99.38	CBRIG.CBG01069b	CNIGO.Cni-phf-10	98.24	nondivergent	JU2600
N2.Y39D8C.1	JU2600.g2721.t1	100.0	CBRIG.CBG01265	CNIGO.Cni-abt-4	98.05	nondivergent	JU2600
N2.T22H9.4	JU2600.g2720.t1	99.73	CBRIG.CBG01382	CNIGO.Cni-dmd-8.1	97.35	nondivergent	JU2600
N2.T22H9.2a	JU2600.g2718.t1	99.57	CBRIG.CBG01379	CNIGO.Cni-atg-9.1	98.59	nondivergent	JU2600
N2.T22H9.1b	JU2600.g2717.t1	100.0	CBRIG.CBG01378	CNIGO.Cni-T22H9.1	94.0	nondivergent	JU2600
N2.Y39D8B.2	JU2600.g2716.t1	100.0	CBRIG.CBG01377	CNIGO.Cnig_chr_V.g17670	99.07	nondivergent	JU2600
N2.Y39D8B.1a	JU2600.g2715.t1	99.87	CBRIG.CBG31063	CNIGO.Cni-mltn-7.1	96.66	nondivergent	JU2600
N2.Y39D8B.3	JU2600.g2714.t1	100.0	CBRIG.CBG01376	CNIGO.Cnig_chr_V.g17678.1	97.77	nondivergent	JU2600
N2.ZK6.8	JU2600.g2713.t1	99.8	CBRIG.CBG01375	CNIGO.Cni-ZK6.8.1	98.96	nondivergent	JU2600
N2.B0554.7a	JU2600.g2696.t1	99.25	CBRIG.CBG01362	CNIGO.Cnig_chr_V.g17690	92.81	nondivergent	JU2600
N2.M02H5.8a	JU2600.g2691.t1	94.44	CBRIG.CBG01360	CNIGO.Cni-M02H5.8	95.56	nondivergent	JU2600
N2.T01G6.7	JU2600.g2683.t1	100.0	CBRIG.CBG01353	CNIGO.Cnig_chr_V.g17699.1	96.71	nondivergent	JU2600
