N2.Y38C9B.2	MY2693.g19012.t1	100.0	CBRIG.CBG06451	CNIGO.Cni-srt-52.1	94.14	nondivergent	MY2693
N2.F56E10.2a	MY2693.g19010.t1	100.0	CBRIG.CBG06440	CNIGO.Cni-daam-1.1	98.6	nondivergent	MY2693
N2.F56E10.4	MY2693.g19008.t1	100.0	CBRIG.CBG06446	CNIGO.Cni-rps-27	100.0	nondivergent	MY2693
N2.F56E10.1b	MY2693.g19007.t1	99.9	CBRIG.CBG06447a	CNIGO.Cni-F56E10.1	93.21	nondivergent	MY2693
N2.W03F9.1a	MY2693.g19005.t1	100.0	CBRIG.CBG06449	CNIGO.Cnig_chr_V.g18337	98.48	nondivergent	MY2693
N2.W03F9.2a	MY2693.g19004.t1	100.0	CBRIG.CBG06454	CNIGO.Cni-W03F9.2	98.76	nondivergent	MY2693
N2.W03F9.10	MY2693.g19003.t1	100.0	CBRIG.CBG06453	CNIGO.Cni-W03F9.10	99.17	nondivergent	MY2693
N2.W03F9.11	MY2693.g18999.t1	95.28	CBRIG.CBG06452	CNIGO.Cni-W03F9.11	89.42	nondivergent	MY2693
N2.W03F9.4a	MY2693.g18997.t1	100.0	CBRIG.CBG06455	CNIGO.Cni-W03F9.4	98.53	nondivergent	MY2693
N2.W03F9.5	MY2693.g18996.t1	100.0	CBRIG.CBG06439	CNIGO.Cnig_chr_V.g18329.1	98.34	nondivergent	MY2693
N2.Y108G3AL.3a	MY2693.g18995.t1	99.48	CBRIG.CBG06436	CNIGO.Cni-cfap-36	92.41	nondivergent	MY2693
N2.DC2.8a	MY2693.g18990.t1	100.0	CBRIG.CBG30609	CNIGO.Cni-trpp-1	98.6	nondivergent	MY2693
N2.DC2.3b	MY2693.g18989.t1	100.0	CBRIG.CBG06431c	CNIGO.Cni-lec-12	95.77	nondivergent	MY2693
N2.Y58G8A.1	MY2693.g4005.t1	99.79	CBRIG.CBG12109	CNIGO.Cnig_chr_V.g18002.1	96.98	nondivergent	MY2693
N2.Y58G8A.4b	MY2693.g4007.t1	100.0	CBRIG.CBG01072b	CNIGO.Cni-npr-5.1	99.21	nondivergent	MY2693
N2.F33E11.3	MY2693.g4009.t1	100.0	CBRIG.CBG12107	CNIGO.Cni-F33E11.3	93.06	nondivergent	MY2693
N2.F33E11.6b	MY2693.g4011.t1	99.69	CBRIG.CBG01069b	CNIGO.Cni-phf-10	98.24	nondivergent	MY2693
N2.Y39D8C.1	MY2693.g4013.t1	100.0	CBRIG.CBG01265	CNIGO.Cni-abt-4	98.05	nondivergent	MY2693
N2.T22H9.4	MY2693.g4014.t1	100.0	CBRIG.CBG01382	CNIGO.Cni-dmd-8.1	97.35	nondivergent	MY2693
N2.T22H9.2a	MY2693.g4016.t1	100.0	CBRIG.CBG01379	CNIGO.Cni-atg-9.1	98.59	nondivergent	MY2693
N2.T22H9.1b	MY2693.g4017.t1	100.0	CBRIG.CBG01378	CNIGO.Cni-T22H9.1	94.0	nondivergent	MY2693
N2.Y39D8B.2	MY2693.g4018.t1	100.0	CBRIG.CBG01377	CNIGO.Cnig_chr_V.g17670	99.07	nondivergent	MY2693
N2.Y39D8B.1a	MY2693.g4019.t1	100.0	CBRIG.CBG31063	CNIGO.Cni-mltn-7.1	96.66	nondivergent	MY2693
N2.Y39D8B.3	MY2693.g4020.t1	100.0	CBRIG.CBG01376	CNIGO.Cnig_chr_V.g17678.1	97.77	nondivergent	MY2693
N2.ZK6.8	MY2693.g4021.t1	100.0	CBRIG.CBG01375	CNIGO.Cni-ZK6.8.1	98.96	nondivergent	MY2693
N2.B0554.7a	MY2693.g4037.t1	99.5	CBRIG.CBG01362	CNIGO.Cnig_chr_V.g17690	92.81	nondivergent	MY2693
N2.M02H5.8a	MY2693.g4042.t1	95.56	CBRIG.CBG01360	CNIGO.Cni-M02H5.8	95.56	nondivergent	MY2693
