N2.Y38C9B.2	XZ1516.g21643.t1	97.56	CBRIG.CBG06451	CNIGO.Cni-srt-52.1	94.14	divergent	XZ1516
N2.F56E10.2a	XZ1516.g21646.t1	99.48	CBRIG.CBG06440	CNIGO.Cni-daam-1.1	98.6	divergent	XZ1516
N2.F56E10.4	XZ1516.g21647.t1	100.0	CBRIG.CBG06446	CNIGO.Cni-rps-27	100.0	divergent	XZ1516
N2.F56E10.1b	XZ1516.g21648.t1	96.73	CBRIG.CBG06447a	CNIGO.Cni-F56E10.1	93.21	divergent	XZ1516
N2.W03F9.1a	XZ1516.g21650.t1	99.34	CBRIG.CBG06449	CNIGO.Cnig_chr_V.g18337	98.48	divergent	XZ1516
N2.W03F9.2a	XZ1516.g21652.t1	94.49	CBRIG.CBG06454	CNIGO.Cni-W03F9.2	98.76	divergent	XZ1516
N2.W03F9.10	XZ1516.g21653.t1	99.5	CBRIG.CBG06453	CNIGO.Cni-W03F9.10	99.17	divergent	XZ1516
N2.W03F9.11	XZ1516.g21657.t1	90.65	CBRIG.CBG06452	CNIGO.Cni-W03F9.11	89.42	divergent	XZ1516
N2.W03F9.4a	XZ1516.g21661.t1	99.46	CBRIG.CBG06455	CNIGO.Cni-W03F9.4	98.53	divergent	XZ1516
N2.W03F9.5	XZ1516.g21662.t1	100.0	CBRIG.CBG06439	CNIGO.Cnig_chr_V.g18329.1	98.34	divergent	XZ1516
N2.Y108G3AL.3a	XZ1516.g21663.t1	97.41	CBRIG.CBG06436	CNIGO.Cni-cfap-36	92.41	divergent	XZ1516
N2.DC2.8a	XZ1516.g21669.t1	99.3	CBRIG.CBG30609	CNIGO.Cni-trpp-1	98.6	divergent	XZ1516
N2.DC2.3b	XZ1516.g21670.t1	99.12	CBRIG.CBG06431c	CNIGO.Cni-lec-12	95.77	divergent	XZ1516
N2.Y58G8A.1	XZ1516.g21682.t1	96.24	CBRIG.CBG12109	CNIGO.Cnig_chr_V.g18002.1	96.98	divergent	XZ1516
N2.Y58G8A.4b	XZ1516.g21684.t1	100.0	CBRIG.CBG01072b	CNIGO.Cni-npr-5.1	99.21	divergent	XZ1516
N2.F33E11.3	XZ1516.g21687.t1	97.34	CBRIG.CBG12107	CNIGO.Cni-F33E11.3	93.06	divergent	XZ1516
N2.F33E11.6b	XZ1516.g21688.t1	99.33	CBRIG.CBG01069b	CNIGO.Cni-phf-10	98.24	divergent	XZ1516
N2.Y39D8C.1	XZ1516.g21691.t1	99.45	CBRIG.CBG01265	CNIGO.Cni-abt-4	98.05	divergent	XZ1516
