N2.Y38C9B.2	MY2147.g21093.t1	100.0	CBRIG.CBG06451	CNIGO.Cni-srt-52.1	94.14	nondivergent	MY2147
N2.F56E10.2a	MY2147.g21091.t1	99.9	CBRIG.CBG06440	CNIGO.Cni-daam-1.1	98.6	nondivergent	MY2147
N2.F56E10.4	MY2147.g21090.t1	100.0	CBRIG.CBG06446	CNIGO.Cni-rps-27	100.0	nondivergent	MY2147
N2.F56E10.1b	MY2147.g21089.t1	99.9	CBRIG.CBG06447a	CNIGO.Cni-F56E10.1	93.21	nondivergent	MY2147
N2.W03F9.1a	MY2147.g21087.t1	100.0	CBRIG.CBG06449	CNIGO.Cnig_chr_V.g18337	98.48	nondivergent	MY2147
N2.W03F9.2a	MY2147.g21086.t1	100.0	CBRIG.CBG06454	CNIGO.Cni-W03F9.2	98.76	nondivergent	MY2147
N2.W03F9.10	MY2147.g21085.t1	100.0	CBRIG.CBG06453	CNIGO.Cni-W03F9.10	99.17	nondivergent	MY2147
N2.W03F9.11	MY2147.g21081.t1	95.28	CBRIG.CBG06452	CNIGO.Cni-W03F9.11	89.42	nondivergent	MY2147
N2.W03F9.4a	MY2147.g21079.t1	99.87	CBRIG.CBG06455	CNIGO.Cni-W03F9.4	98.53	nondivergent	MY2147
N2.W03F9.5	MY2147.g21078.t1	100.0	CBRIG.CBG06439	CNIGO.Cnig_chr_V.g18329.1	98.34	nondivergent	MY2147
N2.Y108G3AL.3a	MY2147.g21077.t1	99.31	CBRIG.CBG06436	CNIGO.Cni-cfap-36	92.41	nondivergent	MY2147
N2.DC2.8a	MY2147.g21071.t1	100.0	CBRIG.CBG30609	CNIGO.Cni-trpp-1	98.6	nondivergent	MY2147
N2.DC2.3b	MY2147.g21070.t1	99.71	CBRIG.CBG06431c	CNIGO.Cni-lec-12	95.77	nondivergent	MY2147
N2.Y58G8A.1	MY2147.g22753.t1	99.58	CBRIG.CBG12109	CNIGO.Cnig_chr_V.g18002.1	96.98	nondivergent	MY2147
N2.Y58G8A.4b	MY2147.g22754.t1	100.0	CBRIG.CBG01072b	CNIGO.Cni-npr-5.1	99.21	nondivergent	MY2147
N2.F33E11.3	MY2147.g22756.t1	99.85	CBRIG.CBG12107	CNIGO.Cni-F33E11.3	93.06	nondivergent	MY2147
N2.F33E11.6b	MY2147.g22758.t1	99.38	CBRIG.CBG01069b	CNIGO.Cni-phf-10	98.24	nondivergent	MY2147
N2.Y39D8C.1	MY2147.g22760.t1	99.94	CBRIG.CBG01265	CNIGO.Cni-abt-4	98.05	nondivergent	MY2147
N2.T22H9.4	MY2147.g22761.t1	100.0	CBRIG.CBG01382	CNIGO.Cni-dmd-8.1	97.35	nondivergent	MY2147
N2.T22H9.2a	MY2147.g22763.t1	99.89	CBRIG.CBG01379	CNIGO.Cni-atg-9.1	98.59	nondivergent	MY2147
N2.T22H9.1b	MY2147.g22764.t1	100.0	CBRIG.CBG01378	CNIGO.Cni-T22H9.1	94.0	nondivergent	MY2147
N2.Y39D8B.2	MY2147.g22765.t1	100.0	CBRIG.CBG01377	CNIGO.Cnig_chr_V.g17670	99.07	nondivergent	MY2147
N2.Y39D8B.1a	MY2147.g22766.t1	99.73	CBRIG.CBG31063	CNIGO.Cni-mltn-7.1	96.66	nondivergent	MY2147
N2.Y39D8B.3	MY2147.g22767.t1	100.0	CBRIG.CBG01376	CNIGO.Cnig_chr_V.g17678.1	97.77	nondivergent	MY2147
N2.ZK6.8	MY2147.g22768.t1	99.8	CBRIG.CBG01375	CNIGO.Cni-ZK6.8.1	98.96	nondivergent	MY2147
N2.B0554.7a	MY2147.g22786.t1	99.48	CBRIG.CBG01362	CNIGO.Cnig_chr_V.g17690	92.81	nondivergent	MY2147
N2.M02H5.8a	MY2147.g22792.t1	100.0	CBRIG.CBG01360	CNIGO.Cni-M02H5.8	95.56	nondivergent	MY2147
N2.T01G6.7	MY2147.g22800.t1	100.0	CBRIG.CBG01353	CNIGO.Cnig_chr_V.g17699.1	96.71	nondivergent	MY2147
